Id,listed price,last sold price,diffrence between prices
72856,1599000.0,1375000.0,224000
72857,595000.0,,595000
72858,459000.0,,459000
72859,1095000.0,,1095000
72860,1089000.0,,1089000
72861,1088000.0,291000.0,797000
72862,540000.0,385000.0,155000
72863,345000.0,275000.0,70000
72864,769000.0,615000.0,154000
72865,515000.0,,515000
72866,715000.0,625000.0,90000
72867,450000.0,,450000
72868,729000.0,,729000
72869,2830000.0,,2830000
72870,748000.0,513500.0,234500
72871,585000.0,548000.0,37000
72872,875000.0,261818.0,613182
72873,5695000.0,3300000.0,2395000
72874,725000.0,,725000
72875,889000.0,715000.0,174000
72876,735000.0,,735000
72877,515000.0,335000.0,180000
72878,1000000.0,670000.0,330000
72879,422000.0,376000.0,46000
72880,535000.0,,535000
72881,649000.0,136000.0,513000
72882,660000.0,425000.0,235000
72883,180000.0,,180000
72884,949000.0,705000.0,244000
72885,550000.0,,550000
72886,1049000.0,805000.0,244000
72887,429900.0,315000.0,114900
72888,2299000.0,1435000.0,864000
72889,309900.0,249000.0,60900
72890,336940.0,,336940
72891,155000.0,,155000
72892,590000.0,200000.0,390000
72893,1570000.0,1440000.0,130000
72894,800000.0,710000.0,90000
72895,1110000.0,435000.0,675000
72896,465000.0,,465000
72897,579000.0,,579000
72898,1099000.0,354000.0,745000
72899,399000.0,240500.0,158500
72900,485000.0,,485000
72901,399900.0,282000.0,117900
72902,636900.0,628898.0,8002
72903,1325000.0,1320000.0,5000
72904,1095000.0,1185000.0,-90000
72905,390000.0,335000.0,55000
72906,915000.0,,915000
72907,359900.0,326000.0,33900
72908,360000.0,135000.0,225000
72909,549500.0,3750000.0,-3200500
72910,674500.0,650000.0,24500
72911,999000.0,725000.0,274000
72912,529000.0,430000.0,99000
72913,445000.0,300000.0,145000
72914,399900.0,2200.0,397700
72915,1800000.0,675000.0,1125000
72916,249900.0,240000.0,9900
72917,325000.0,90000.0,235000
72918,0.0,320000.0,-320000
72919,809000.0,,809000
72920,725000.0,480000.0,245000
72921,819000.0,658000.0,161000
72922,774888.0,335000.0,439888
72923,1549000.0,1315000.0,234000
72924,699000.0,,699000
72925,669888.0,689000.0,-19112
72926,350000.0,240000.0,110000
72927,130000.0,,130000
72928,779880.0,,779880
72929,985000.0,620500.0,364500
72930,345000.0,325100.0,19900
72931,349900.0,322500.0,27400
72932,450000.0,,450000
72933,370000.0,305000.0,65000
72934,599000.0,,599000
72935,590777.0,,590777
72936,599000.0,,599000
72937,497000.0,440000.0,57000
72938,1150000.0,,1150000
72939,829000.0,,829000
72940,349900.0,134500.0,215400
72941,685000.0,,685000
72942,595000.0,,595000
72943,3799000.0,1300000.0,2499000
72944,629000.0,,629000
72945,1200000.0,,1200000
72946,769000.0,730000.0,39000
72947,725000.0,530000.0,195000
72948,637000.0,203500.0,433500
72949,519900.0,216500.0,303400
72950,10500000.0,5942559.0,4557441
72951,340000.0,,340000
72952,235000.0,210000.0,25000
72953,439000.0,,439000
72954,1680000.0,,1680000
72955,1425000.0,,1425000
72956,545000.0,265000.0,280000
72957,349000.0,277500.0,71500
72958,580000.0,522000.0,58000
72959,539000.0,382000.0,157000
72960,760000.0,477000.0,283000
72961,690000.0,,690000
72962,2295000.0,,2295000
72963,550000.0,446500.0,103500
72964,760000.0,391000.0,369000
72965,549999.0,,549999
72966,5795000.0,5350000.0,445000
72967,284900.0,,284900
72968,349990.0,,349990
72969,435000.0,,435000
72970,240000.0,,240000
72971,612900.0,,612900
72972,499000.0,635000.0,-136000
72973,689000.0,,689000
72974,899000.0,240000.0,659000
72975,265000.0,,265000
72976,279900.0,,279900
72977,799000.0,699000.0,100000
72978,429900.0,,429900
72979,525000.0,425000.0,100000
72980,3649000.0,1800000.0,1849000
72981,624685.0,625000.0,-315
72982,380000.0,,380000
72983,575000.0,371500.0,203500
72984,384900.0,,384900
72985,305000.0,,305000
72986,800000.0,661000.0,139000
72987,899000.0,,899000
72988,199999.0,59000.0,140999
72989,480000.0,,480000
72990,614900.0,,614900
72991,695000.0,470000.0,225000
72992,968000.0,,968000
72993,299000.0,161000.0,138000
72994,599750.0,320000.0,279750
72995,529000.0,,529000
72996,547900.0,489000.0,58900
72997,949000.0,,949000
72998,389900.0,225000.0,164900
72999,245000.0,100000.0,145000
73000,899000.0,,899000
73001,649999.0,,649999
73002,349500.0,132500.0,217000
73003,450000.0,349000.0,101000
73004,570000.0,555000.0,15000
73005,1237900.0,1219500.0,18400
73006,269000.0,98500.0,170500
73007,2995000.0,1860000.0,1135000
73008,769000.0,,769000
73009,3800000.0,,3800000
73010,972900.0,945000.0,27900
73011,989000.0,530000.0,459000
73012,798000.0,,798000
73013,415000.0,332500.0,82500
73014,594900.0,225000.0,369900
73015,379900.0,120000.0,259900
73016,2240000.0,,2240000
73017,930000.0,875000.0,55000
73018,265000.0,,265000
73019,300000.0,290000.0,10000
73020,1299000.0,825000.0,474000
73021,724900.0,,724900
73022,1229000.0,,1229000
73023,219900.0,32000.0,187900
73024,598000.0,560000.0,38000
73025,1699000.0,,1699000
73026,590000.0,520000.0,70000
73027,565000.0,380000.0,185000
73028,395000.0,359000.0,36000
73029,418000.0,,418000
73030,260000.0,93000.0,167000
73031,575000.0,,575000
73032,559000.0,499000.0,60000
73033,745000.0,180000.0,565000
73034,389000.0,,389000
73035,2895000.0,1580000.0,1315000
73036,485000.0,,485000
73037,900000.0,395000.0,505000
73038,559000.0,,559000
73039,550000.0,372000.0,178000
73040,1048888.0,850000.0,198888
73041,350000.0,,350000
73042,439000.0,,439000
73043,565000.0,,565000
73044,849900.0,,849900
73045,775000.0,609000.0,166000
73046,1575000.0,617500.0,957500
73047,1895000.0,1850000.0,45000
73048,625000.0,540000.0,85000
73049,247000.0,142500.0,104500
73050,959000.0,388000.0,571000
73051,420000.0,,420000
73052,925000.0,,925000
73053,817785.0,,817785
73054,775000.0,340000.0,435000
73055,699000.0,618500.0,80500
73056,300000.0,255000.0,45000
73057,1550000.0,370000.0,1180000
73058,310000.0,,310000
73059,2000000.0,,2000000
73060,849000.0,,849000
73061,260000.0,,260000
73062,415000.0,280000.0,135000
73063,565000.0,421000.0,144000
73064,529999.0,435000.0,94999
73065,515000.0,,515000
73066,574900.0,520000.0,54900
73067,1160000.0,590000.0,570000
73068,2099000.0,1355000.0,744000
73069,520000.0,385000.0,135000
73070,4000000.0,1000000.0,3000000
73071,4900000.0,3600000.0,1300000
73072,299900.0,85500.0,214400
73073,645000.0,399000.0,246000
73074,1095000.0,538000.0,557000
73075,799000.0,658000.0,141000
73076,319000.0,237000.0,82000
73077,985000.0,675000.0,310000
73078,739000.0,490000.0,249000
73079,1050000.0,,1050000
73080,569000.0,485000.0,84000
73081,1100000.0,,1100000
73082,945000.0,,945000
73083,749900.0,,749900
73084,464900.0,315000.0,149900
73085,1369000.0,,1369000
73086,567000.0,520000.0,47000
73087,4895000.0,,4895000
73088,570000.0,130000.0,440000
73089,548800.0,142000.0,406800
73090,400000.0,360000.0,40000
73091,679999.0,572500.0,107499
73092,1199000.0,760000.0,439000
73093,1295000.0,,1295000
73094,245000.0,126000.0,119000
73095,470000.0,315000.0,155000
73096,649000.0,,649000
73097,1395000.0,700000.0,695000
73098,375000.0,,375000
73099,379000.0,,379000
73100,649000.0,195000.0,454000
73101,1995000.0,1850000.0,145000
73102,1489000.0,1330000.0,159000
73103,5700000.0,,5700000
73104,420000.0,390000.0,30000
73105,1500000.0,90000.0,1410000
73106,279999.0,253000.0,26999
73107,789990.0,,789990
73108,899888.0,415000.0,484888
73109,749000.0,675000.0,74000
73110,249000.0,229000.0,20000
73111,609997.0,492000.0,117997
73112,499900.0,,499900
73113,700000.0,375000.0,325000
73114,815000.0,810000.0,5000
73115,450000.0,320000.0,130000
73116,699000.0,495000.0,204000
73117,220000.0,,220000
73118,585800.0,,585800
73119,639900.0,480000.0,159900
73120,495000.0,,495000
73121,749000.0,499000.0,250000
73122,639000.0,625000.0,14000
73123,379900.0,250000.0,129900
73124,339000.0,203500.0,135500
73125,495000.0,364000.0,131000
73126,749000.0,599000.0,150000
73127,599000.0,,599000
73128,849000.0,560000.0,289000
73129,550000.0,,550000
73130,525000.0,175500.0,349500
73131,1520000.0,920000.0,600000
73132,948000.0,635000.0,313000
73133,1995000.0,1275000.0,720000
73134,425000.0,300000.0,125000
73135,929990.0,,929990
73136,1975000.0,365000.0,1610000
73137,449995.0,,449995
73138,549999.0,180000.0,369999
73139,1499000.0,1275000.0,224000
73140,535900.0,,535900
73141,988000.0,,988000
73142,1188000.0,550000.0,638000
73143,282000.0,260000.0,22000
73144,399900.0,367000.0,32900
73145,515000.0,425500.0,89500
73146,8900000.0,,8900000
73147,299900.0,300000.0,-100
73148,320000.0,215000.0,105000
73149,450000.0,,450000
73150,179900.0,94500.0,85400
73151,529000.0,430000.0,99000
73152,164990.0,,164990
73153,699000.0,422000.0,277000
73154,425000.0,,425000
73155,325999.0,,325999
73156,1495000.0,,1495000
73157,725000.0,655000.0,70000
73158,249900.0,80000.0,169900
73159,249900.0,,249900
73160,3395000.0,626000.0,2769000
73161,835000.0,,835000
73162,295000.0,218000.0,77000
73163,385000.0,195000.0,190000
73164,435000.0,390000.0,45000
73165,360000.0,300000.0,60000
73166,235000.0,,235000
73167,1100000.0,645000.0,455000
73168,199900.0,,199900
73169,269900.0,170000.0,99900
73170,439900.0,,439900
73171,520000.0,,520000
73172,279000.0,167000.0,112000
73173,610000.0,450000.0,160000
73174,2995000.0,,2995000
73175,154900.0,100000.0,54900
73176,995000.0,759500.0,235500
73177,550000.0,120000.0,430000
73178,399900.0,,399900
73179,599000.0,,599000
73180,315000.0,200000.0,115000
73181,939000.0,635000.0,304000
73182,1700000.0,,1700000
73183,335000.0,195000.0,140000
73184,689000.0,,689000
73185,669999.0,145000.0,524999
73186,1780000.0,308000.0,1472000
73187,259000.0,,259000
73188,359000.0,239000.0,120000
73189,1395000.0,1141000.0,254000
73190,509900.0,465000.0,44900
73191,595000.0,,595000
73192,499999.0,,499999
73193,1175000.0,980000.0,195000
73194,868000.0,710000.0,158000
73195,849950.0,,849950
73196,575000.0,552500.0,22500
73197,139900.0,32000.0,107900
73198,1499000.0,,1499000
73199,209000.0,,209000
73200,638880.0,155000.0,483880
73201,4299000.0,,4299000
73202,739900.0,475000.0,264900
73203,1250000.0,1048000.0,202000
73204,499900.0,410000.0,89900
73205,427500.0,297000.0,130500
73206,375000.0,321000.0,54000
73207,899000.0,,899000
73208,344950.0,190000.0,154950
73209,549420.0,420000.0,129420
73210,175000.0,,175000
73211,650000.0,575000.0,75000
73212,224000.0,182000.0,42000
73213,899000.0,613000.0,286000
73214,465000.0,394500.0,70500
73215,949000.0,,949000
73216,1175000.0,865000.0,310000
73217,539888.0,,539888
73218,389000.0,195000.0,194000
73219,695000.0,415000.0,280000
73220,775000.0,600000.0,175000
73221,999000.0,770000.0,229000
73222,655000.0,575500.0,79500
73223,269990.0,198500.0,71490
73224,1200000.0,924888.0,275112
73225,209000.0,178000.0,31000
73226,430000.0,177000.0,253000
73227,795000.0,260000.0,535000
73228,725000.0,,725000
73229,259950.0,79000.0,180950
73230,329000.0,263000.0,66000
73231,1150000.0,661500.0,488500
73232,425000.0,357000.0,68000
73233,379000.0,282000.0,97000
73234,1600000.0,1200000.0,400000
73235,365000.0,195000.0,170000
73236,1875000.0,1675000.0,200000
73237,1199000.0,,1199000
73238,915000.0,,915000
73239,780000.0,375000.0,405000
73240,2650000.0,2100000.0,550000
73241,349950.0,180000.0,169950
73242,698000.0,770000.0,-72000
73243,530000.0,250000.0,280000
73244,1100000.0,865000.0,235000
73245,615000.0,400000.0,215000
73246,3795000.0,2025000.0,1770000
73247,869988.0,,869988
73248,1050000.0,,1050000
73249,465000.0,290000.0,175000
73250,419000.0,12500.0,406500
73251,575000.0,320000.0,255000
73252,860529.0,,860529
73253,369900.0,148000.0,221900
73254,369000.0,327500.0,41500
73255,725000.0,,725000
73256,488000.0,,488000
73257,360000.0,360000.0,0
73258,419000.0,275000.0,144000
73259,899500.0,,899500
73260,224900.0,,224900
73261,449999.0,,449999
73262,1150000.0,103000.0,1047000
73263,1215000.0,469000.0,746000
73264,7500000.0,3940000.0,3560000
73265,1198000.0,860000.0,338000
73266,800000.0,737000.0,63000
73267,780000.0,248000.0,532000
73268,720000.0,285000.0,435000
73269,699000.0,494000.0,205000
73270,639000.0,522000.0,117000
73271,1249000.0,1212000.0,37000
73272,465000.0,335000.0,130000
73273,409900.0,187000.0,222900
73274,794900.0,,794900
73275,325000.0,245000.0,80000
73276,728000.0,565000.0,163000
73277,535000.0,,535000
73278,414000.0,305000.0,109000
73279,3300000.0,,3300000
73280,750000.0,227000.0,523000
73281,1595000.0,1500000.0,95000
73282,485000.0,360000.0,125000
73283,1149000.0,,1149000
73284,350000.0,390000.0,-40000
73285,727000.0,,727000
73286,724500.0,502500.0,222000
73287,670000.0,197000.0,473000
73288,249900.0,,249900
73289,630000.0,,630000
73290,1499900.0,845000.0,654900
73291,869000.0,380000.0,489000
73292,1680000.0,1500000.0,180000
73293,1450000.0,,1450000
73294,576000.0,476000.0,100000
73295,409000.0,107000.0,302000
73296,1649000.0,1525000.0,124000
73297,399000.0,283500.0,115500
73298,239000.0,,239000
73299,648000.0,160000.0,488000
73300,409000.0,,409000
73301,450000.0,169000.0,281000
73302,445000.0,305000.0,140000
73303,750000.0,,750000
73304,928000.0,,928000
73305,729800.0,,729800
73306,240000.0,259500.0,-19500
73307,539000.0,435000.0,104000
73308,1200000.0,,1200000
73309,975000.0,,975000
73310,880000.0,755000.0,125000
73311,538000.0,328000.0,210000
73312,1449000.0,,1449000
73313,389000.0,317500.0,71500
73314,259000.0,168500.0,90500
73315,748000.0,748000.0,0
73316,739000.0,526000.0,213000
73317,950000.0,526000.0,424000
73318,1120000.0,,1120000
73319,90000.0,,90000
73320,699800.0,240000.0,459800
73321,320000.0,,320000
73322,714500.0,174500.0,540000
73323,299900.0,168000.0,131900
73324,590000.0,425000.0,165000
73325,659000.0,560500.0,98500
73326,659000.0,532000.0,127000
73327,315000.0,282500.0,32500
73328,890000.0,445000.0,445000
73329,369900.0,315000.0,54900
73330,2075000.0,1350000.0,725000
73331,675000.0,369500.0,305500
73332,747000.0,,747000
73333,769900.0,569100.0,200800
73334,263750.0,19500.0,244250
73335,545000.0,,545000
73336,514900.0,,514900
73337,245000.0,341000.0,-96000
73338,819000.0,485000.0,334000
73339,379000.0,,379000
73340,675000.0,,675000
73341,268500.0,107500.0,161000
73342,789000.0,,789000
73343,515000.0,410000.0,105000
73344,418000.0,305000.0,113000
73345,1125000.0,,1125000
73346,879000.0,,879000
73347,585000.0,,585000
73348,799000.0,,799000
73349,649000.0,434500.0,214500
73350,1025000.0,,1025000
73351,1599000.0,1435000.0,164000
73352,429900.0,,429900
73353,729000.0,610000.0,119000
73354,429000.0,,429000
73355,2645000.0,,2645000
73356,2095000.0,,2095000
73357,679888.0,260000.0,419888
73358,749000.0,,749000
73359,1649000.0,1215000.0,434000
73360,479900.0,379000.0,100900
73361,575000.0,421000.0,154000
73362,695000.0,575000.0,120000
73363,649950.0,327000.0,322950
73364,650000.0,603888.0,46112
73365,189900.0,37000.0,152900
73366,262500.0,,262500
73367,275000.0,,275000
73368,650000.0,,650000
73369,749950.0,379500.0,370450
73370,825000.0,720000.0,105000
73371,499500.0,455000.0,44500
73372,350000.0,,350000
73373,354250.0,10000.0,344250
73374,681500.0,401000.0,280500
73375,899000.0,,899000
73376,689000.0,677000.0,12000
73377,185000.0,,185000
73378,559000.0,315000.0,244000
73379,579000.0,383000.0,196000
73380,325000.0,,325000
73381,759000.0,525000.0,234000
73382,320000.0,145000.0,175000
73383,530000.0,425000.0,105000
73384,699800.0,255000.0,444800
73385,599900.0,,599900
73386,450000.0,,450000
73387,1550000.0,1045000.0,505000
73388,849000.0,216000.0,633000
73389,499000.0,340000.0,159000
73390,255000.0,,255000
73391,35500.0,,35500
73392,540000.0,,540000
73393,2895000.0,,2895000
73394,349000.0,,349000
73395,1149000.0,975000.0,174000
73396,1018800.0,700000.0,318800
73397,2775000.0,1880500.0,894500
73398,1895000.0,1648000.0,247000
73399,875000.0,570000.0,305000
73400,0.0,,0
73401,900000.0,,900000
73402,365000.0,,365000
73403,1349000.0,,1349000
73404,535000.0,,535000
73405,630000.0,570000.0,60000
73406,1649900.0,1050000.0,599900
73407,300000.0,,300000
73408,565000.0,380000.0,185000
73409,649000.0,542000.0,107000
73410,1149000.0,845000.0,304000
73411,490000.0,305000.0,185000
73412,330000.0,107500.0,222500
73413,2299000.0,880000.0,1419000
73414,849000.0,643000.0,206000
73415,590000.0,510000.0,80000
73416,315000.0,241000.0,74000
73417,499999.0,431970.0,68029
73418,195000.0,45000.0,150000
73419,599000.0,,599000
73420,875000.0,665000.0,210000
73421,1550000.0,1000000.0,550000
73422,379000.0,165000.0,214000
73423,239500.0,,239500
73424,169900.0,,169900
73425,569000.0,419000.0,150000
73426,2299000.0,1275000.0,1024000
73427,650000.0,247500.0,402500
73428,937200.0,290000.0,647200
73429,459000.0,298000.0,161000
73430,1195000.0,1138825.0,56175
73431,299900.0,,299900
73432,550000.0,,550000
73433,579000.0,,579000
73434,499000.0,,499000
73435,404000.0,,404000
73436,1375000.0,810500.0,564500
73437,299000.0,125000.0,174000
73438,570000.0,,570000
73439,2450000.0,2000000.0,450000
73440,275000.0,,275000
73441,675000.0,,675000
73442,322000.0,,322000
73443,1525000.0,1087500.0,437500
73444,595000.0,,595000
73445,874900.0,610500.0,264400
73446,337000.0,290000.0,47000
73447,380000.0,180000.0,200000
73448,599900.0,525000.0,74900
73449,925000.0,325000.0,600000
73450,925000.0,,925000
73451,1030000.0,645000.0,385000
73452,795000.0,,795000
73453,2600000.0,2000000.0,600000
73454,750000.0,,750000
73455,899000.0,748000.0,151000
73456,2495000.0,,2495000
73457,767000.0,598000.0,169000
73458,589000.0,290000.0,299000
73459,799999.0,516000.0,283999
73460,469900.0,175000.0,294900
73461,3777000.0,1391000.0,2386000
73462,599000.0,465000.0,134000
73463,889000.0,,889000
73464,495000.0,,495000
73465,699900.0,505000.0,194900
73466,849000.0,2095000.0,-1246000
73467,475000.0,485000.0,-10000
73468,1169000.0,,1169000
73469,775000.0,,775000
73470,680000.0,,680000
73471,265000.0,113000.0,152000
73472,645000.0,425000.0,220000
73473,252000.0,215000.0,37000
73474,515000.0,295000.0,220000
73475,499000.0,,499000
73476,285000.0,,285000
73477,599900.0,379000.0,220900
73478,269900.0,152950.0,116950
73479,329000.0,250000.0,79000
73480,725000.0,,725000
73481,298000.0,,298000
73482,789000.0,,789000
73483,649999.0,650000.0,-1
73484,899500.0,,899500
73485,1050000.0,,1050000
73486,400000.0,,400000
73487,699000.0,,699000
73488,489999.0,165000.0,324999
73489,789999.0,495000.0,294999
73490,650000.0,,650000
73491,348900.0,271000.0,77900
73492,640000.0,500000.0,140000
73493,800000.0,,800000
73494,549000.0,520000.0,29000
73495,510000.0,445000.0,65000
73496,228000.0,,228000
73497,649000.0,562500.0,86500
73498,378000.0,325000.0,53000
73499,110000.0,96000.0,14000
73500,329000.0,,329000
73501,1895000.0,1640000.0,255000
73502,718000.0,606000.0,112000
73503,1599999.0,985000.0,614999
73504,639000.0,581000.0,58000
73505,419000.0,,419000
73506,2199900.0,,2199900
73507,425000.0,,425000
73508,849000.0,,849000
73509,449999.0,,449999
73510,459000.0,,459000
73511,384900.0,271852.0,113048
73512,329900.0,143000.0,186900
73513,588000.0,,588000
73514,158500.0,28500.0,130000
73515,484999.0,189000.0,295999
73516,295000.0,111000.0,184000
73517,285000.0,226000.0,59000
73518,470000.0,,470000
73519,588800.0,,588800
73520,829000.0,641000.0,188000
73521,615000.0,,615000
73522,239000.0,219000.0,20000
73523,199900.0,,199900
73524,1599000.0,,1599000
73525,1479000.0,948000.0,531000
73526,759900.0,,759900
73527,699000.0,,699000
73528,390000.0,,390000
73529,120000.0,495000.0,-375000
73530,529000.0,325000.0,204000
73531,679000.0,,679000
73532,149000.0,148000.0,1000
73533,400900.0,367000.0,33900
73534,1170000.0,,1170000
73535,230000.0,,230000
73536,465000.0,232000.0,233000
73537,168900.0,35000.0,133900
73538,854000.0,850000.0,4000
73539,1274990.0,,1274990
73540,869000.0,689000.0,180000
73541,455000.0,,455000
73542,499900.0,127000.0,372900
73543,499000.0,,499000
73544,995000.0,335000.0,660000
73545,249000.0,,249000
73546,797000.0,670000.0,127000
73547,1699000.0,1200000.0,499000
73548,1548000.0,1010000.0,538000
73549,695000.0,,695000
73550,625000.0,459000.0,166000
73551,699999.0,440000.0,259999
73552,575000.0,,575000
73553,1550000.0,,1550000
73554,375000.0,184000.0,191000
73555,1498000.0,1100000.0,398000
73556,1095000.0,,1095000
73557,1050000.0,,1050000
73558,927990.0,,927990
73559,1295000.0,,1295000
73560,250000.0,,250000
73561,460990.0,,460990
73562,600000.0,,600000
73563,399000.0,,399000
73564,450000.0,,450000
73565,9877000.0,8800000.0,1077000
73566,1675000.0,,1675000
73567,845000.0,,845000
73568,1785000.0,,1785000
73569,530000.0,429900.0,100100
73570,299900.0,,299900
73571,679900.0,,679900
73572,475000.0,,475000
73573,895000.0,610000.0,285000
73574,266000.0,165000.0,101000
73575,450000.0,,450000
73576,488888.0,471500.0,17388
73577,419999.0,390000.0,29999
73578,1799000.0,,1799000
73579,789000.0,400000.0,389000
73580,398000.0,,398000
73581,289000.0,1067000.0,-778000
73582,650000.0,,650000
73583,285000.0,187500.0,97500
73584,325000.0,135000.0,190000
73585,608000.0,,608000
73586,625000.0,628000.0,-3000
73587,310000.0,171000.0,139000
73588,450000.0,110000.0,340000
73589,445000.0,380000.0,65000
73590,749900.0,375000.0,374900
73591,479000.0,420000.0,59000
73592,728179.0,,728179
73593,379000.0,342000.0,37000
73594,266000.0,205000.0,61000
73595,2399000.0,1550000.0,849000
73596,399500.0,424000.0,-24500
73597,2250000.0,,2250000
73598,435000.0,114000.0,321000
73599,495000.0,,495000
73600,449000.0,302000.0,147000
73601,1098000.0,,1098000
73602,239990.0,75000.0,164990
73603,599000.0,350000.0,249000
73604,375000.0,225000.0,150000
73605,799999.0,103500.0,696499
73606,2750000.0,,2750000
73607,374990.0,253000.0,121990
73608,429000.0,,429000
73609,785000.0,440000.0,345000
73610,499900.0,,499900
73611,440000.0,242000.0,198000
73612,435000.0,184000.0,251000
73613,539999.0,375000.0,164999
73614,280000.0,,280000
73615,350000.0,,350000
73616,1565000.0,,1565000
73617,414900.0,185000.0,229900
73618,589900.0,497000.0,92900
73619,879000.0,670000.0,209000
73620,579000.0,275000.0,304000
73621,580000.0,325000.0,255000
73622,650000.0,,650000
73623,770000.0,537500.0,232500
73624,1385000.0,975000.0,410000
73625,1349000.0,712500.0,636500
73626,599900.0,,599900
73627,299988.0,203000.0,96988
73628,300000.0,236000.0,64000
73629,250000.0,110000.0,140000
73630,329000.0,220000.0,109000
73631,337000.0,240000.0,97000
73632,487990.0,,487990
73633,808000.0,550000.0,258000
73634,749000.0,,749000
73635,429000.0,245000.0,184000
73636,265888.0,,265888
73637,599999.0,484000.0,115999
73638,1395000.0,850000.0,545000
73639,499000.0,375000.0,124000
73640,550000.0,,550000
73641,165000.0,115000.0,50000
73642,200000.0,175000.0,25000
73643,5995000.0,,5995000
73644,820000.0,689000.0,131000
73645,310000.0,135000.0,175000
73646,728500.0,,728500
73647,889000.0,663000.0,226000
73648,660000.0,379000.0,281000
73649,419000.0,558500.0,-139500
73650,1675000.0,350000.0,1325000
73651,1250000.0,765000.0,485000
73652,199000.0,,199000
73653,229900.0,157000.0,72900
73654,1499950.0,1150000.0,349950
73655,690000.0,,690000
73656,540000.0,,540000
73657,331000.0,218000.0,113000
73658,799999.0,140000.0,659999
73659,429900.0,387000.0,42900
73660,750000.0,,750000
73661,600000.0,,600000
73662,345500.0,250000.0,95500
73663,734950.0,632000.0,102950
73664,464900.0,,464900
73665,749000.0,600000.0,149000
73666,389000.0,,389000
73667,568000.0,465000.0,103000
73668,1450000.0,803000.0,647000
73669,389000.0,165000.0,224000
73670,788000.0,325000.0,463000
73671,650000.0,,650000
73672,1449000.0,,1449000
73673,373900.0,,373900
73674,434999.0,,434999
73675,3248000.0,,3248000
73676,850000.0,308000.0,542000
73677,2250000.0,,2250000
73678,1098000.0,849000.0,249000
73679,110000.0,80000.0,30000
73680,320000.0,,320000
73681,714000.0,650000.0,64000
73682,1388000.0,,1388000
73683,239000.0,,239000
73684,739000.0,63000.0,676000
73685,1350000.0,475000.0,875000
73686,204900.0,,204900
73687,3950000.0,4100000.0,-150000
73688,649500.0,570000.0,79500
73689,169900.0,,169900
73690,575000.0,,575000
73691,375000.0,289000.0,86000
73692,554999.0,430000.0,124999
73693,3500000.0,,3500000
73694,343000.0,,343000
73695,299500.0,,299500
73696,2599900.0,,2599900
73697,2149000.0,1775000.0,374000
73698,639000.0,,639000
73699,419900.0,365000.0,54900
73700,749900.0,640000.0,109900
73701,428000.0,,428000
73702,1270000.0,1300000.0,-30000
73703,258000.0,177900.0,80100
73704,479000.0,176000.0,303000
73705,430000.0,250000.0,180000
73706,699000.0,615000.0,84000
73707,965000.0,580000.0,385000
73708,835000.0,,835000
73709,2688000.0,1950000.0,738000
73710,415000.0,,415000
73711,875000.0,620000.0,255000
73712,874999.0,,874999
73713,355000.0,,355000
73714,725000.0,,725000
73715,549000.0,,549000
73716,599000.0,,599000
73717,420000.0,30000.0,390000
73718,1224990.0,,1224990
73719,360000.0,83500.0,276500
73720,579900.0,,579900
73721,870000.0,674500.0,195500
73722,525000.0,,525000
73723,2050000.0,1260000.0,790000
73724,998000.0,825000.0,173000
73725,223000.0,,223000
73726,220000.0,,220000
73727,569900.0,,569900
73728,2300000.0,1650000.0,650000
73729,619000.0,180000.0,439000
73730,650000.0,871000.0,-221000
73731,550000.0,455000.0,95000
73732,1150000.0,,1150000
73733,75000.0,,75000
73734,1649000.0,1095000.0,554000
73735,1999000.0,822000.0,1177000
73736,570000.0,,570000
73737,1588000.0,1160000.0,428000
73738,345000.0,95000.0,250000
73739,1695000.0,,1695000
73740,500000.0,170000.0,330000
73741,299000.0,170000.0,129000
73742,699000.0,530000.0,169000
73743,257000.0,180000.0,77000
73744,998500.0,,998500
73745,660000.0,,660000
73746,740000.0,490000.0,250000
73747,857000.0,475000.0,382000
73748,449000.0,126000.0,323000
73749,859000.0,532000.0,327000
73750,865000.0,489000.0,376000
73751,629000.0,353000.0,276000
73752,485000.0,319000.0,166000
73753,1299000.0,,1299000
73754,539000.0,,539000
73755,2150000.0,1800000.0,350000
73756,1275000.0,,1275000
73757,849000.0,680000.0,169000
73758,949950.0,484000.0,465950
73759,550000.0,,550000
73760,685000.0,,685000
73761,1599000.0,1495000.0,104000
73762,1499000.0,490000.0,1009000
73763,299000.0,108000.0,191000
73764,799900.0,,799900
73765,579000.0,280000.0,299000
73766,434900.0,265000.0,169900
73767,5950000.0,,5950000
73768,749999.0,664000.0,85999
73769,725000.0,560000.0,165000
73770,299900.0,385000.0,-85100
73771,455000.0,95000.0,360000
73772,598000.0,,598000
73773,298000.0,295000.0,3000
73774,1298000.0,225500.0,1072500
73775,559000.0,500000.0,59000
73776,800000.0,,800000
73777,1230000.0,80000.0,1150000
73778,2199000.0,,2199000
73779,465000.0,413000.0,52000
73780,390000.0,170000.0,220000
73781,2796000.0,1275000.0,1521000
73782,1675000.0,1250000.0,425000
73783,760000.0,,760000
73784,528000.0,,528000
73785,1325000.0,1230000.0,95000
73786,1000000.0,,1000000
73787,260000.0,278000.0,-18000
73788,199999.0,,199999
73789,699900.0,515000.0,184900
73790,625000.0,131000.0,494000
73791,339000.0,213500.0,125500
73792,195000.0,,195000
73793,810000.0,618000.0,192000
73794,699000.0,470000.0,229000
